movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho
MOV-00469,B-007,HAPAG-RIO,R-03,MUELLE-B,GRANOS,HAMBURG,2023-12-21,16:57,2023-12-23,07:39 AM,3755.79,15.5,10,RECHAZADO
MOV-00470,B-013,CMA-LITORAL,R-06,MUELLE-E,HARINA,HAMBURG,2022-04-26,25:32:00,2022-04-26,3:06,-686.12,11.2,15,DESPACHADO
MOV-00471,B-031,ONE-PARANA,R-02,MUELLE-B,CONTENEDORES,BUENOS AIRES,2024-10-29,2:30,2024-10-31,12:43 PM,3820.2,6.9,10,PENDIENTE
MOV-00472,B-015,CMA-ROSARIO,R-08,MUELLE-E,CONTENEDORES,MONTEVIDEO,2022-06-05,19:01,2022-06-08,6:13 AM,4196.73,10.6,10,PENDIENTE
MOV-00473,B-038,ZIM-NORTE,R-03,MUELLE-D,ACEITE,BUENOS AIRES,2023-07-17,2:16,2023-07-18,18:58,6462.41,11.4,15,RECHAZADO
MOV-00474,B-009,YANG-MING,R-04,MUELLE-F,ACEITE,SHANGHAI,2020-08-28,23:46,2020-08-30,7:11,5470.93,8.2,10,PENDIENTE
MOV-00475,B-026,MSC-GENOVA,R-02,MUELLE-B,HARINA,HAMBURG,2022-11-12,18:26,2022-11-13,13:16,6392.06,10.5,12,RECHAZADO
MOV-00476,B-028,one parana!!,,MUELLE-F,GRANOS,SANTA FE,2021-08-05,13:15,2021-08-06,3:57,4121.64,15.6,12,DESPACHADO
MOV-00477,B-040,,R-08,MUELLE-A,SOJA,SAO PAULO,32/13/2021,5:58,2025-01-01,6:39,5241.43,15.3,10,RECHAZADO
MOV-00478,B-014,HAPAG-SUR,R-07,MUELLE-E,ACEITE,SHANGHAI,2023-05-27,6:23,2023-05-28,sin dato,3340.58,,12,DESPACHADO
MOV-00479,B-029,MSC-GENOVA,R-07,MUELLE-E,ACEITE,SHANGHAI,2022-05-18,2:27,2022-05-19,10:05,,12.4,12,RECHAZADO
MOV-00480,B-036,EVER-GLORY,R-05,MUELLE-A,HARINA,HAMBURG,2024-11-18,5:14,2024-11-20,18:5,4364.41,17.7,12,PENDIENTE
MOV-00481,B-005,MAERSK-LIMA,R-05,MUELLE-B,SOJA,HAMBURG,2021-05-18,0:20,19-05-2021,10:53 PM,4884.25,10.3,10,EN_REVISION
MOV-00482,B-016,HAPAG-RIO,R-01,MUELLE-A,CONTENEDORES,MONTEVIDEO,2023-10-19,12:35,2023-10-21,4:12,4658.97,,12,DESPACHADO
MOV-00483,B-008,YANG-ESTE,R-07,MUELLE-D,CONTENEDORES,VALPARAISO,2021-03-17,13:49,2021-03-18,04:11 AM,6371.36,12.5,10,EN_REVISION
MOV-00484,B-010,MAERSK-LIMA,R-05,MUELLE-C,GRANOS,SHANGHAI,2020-06-08,19:18,2020-06-10,3:37,60130.27,8.6,12,RECHAZADO
MOV-00485,B-029,COSCO-TIGRE,R-06,MUELLE-E,MINERALES,SHANGHAI,2023-04-14,3:56,2023-04-16,08:28 AM,4915.54,12.9,15,EN_REVISION
MOV-00486,B-040,COSCO-TIGRE,R-05,muelle  d!!,TRIGO,SANTA FE,2022-05-06,18:12,2022-05-09,07:9 AM,4029.65,19.0,10,DESPACHADO
MOV-00487,B-022,YANG-ESTE,R-06,MUELLE-D,HARINA,SHANGHAI,2023-04-22,16:43,2023-04-24,18:02,3243.62,11.3,15,EN_REVISION
MOV-00488,B-015,ZIM-DELTA,R-08,MUELLE-B,SOJA,SHANGHAI,2021-09-04,2:15,2021-09-05,16:47,4941.25,8.9,12,RECHAZADO
MOV-00489,B-014,COSCO-TIGRE,R-07,MUELLE-B,HARINA,SAO PAULO,2022-02-10,2:06,2022-02-10,24:00:00,4165.63,15.5,15,PENDIENTE
MOV-00490,B-037,COSCO-STAR,R-01,MUELLE-B,HARINA,SHANGHAI,2023-06-12,0:52,2023-06-13,18:40 XM,6539.59,13.0,10,DESPACHADO
MOV-00491,B-019,EVER-GLORY,R-07,muelle  c!!,MAIZ,HAMBURG,2023-08-31,22:52,2023-09-03,12:42 PM,4096.5,14.8,12,RECHAZADO
MOV-00492,B-021,PIL-OESTE,R-04,MUELLE-F,MINERALES,ROTTERDAM,2023-02-04,23:37,2023-02-06,09:02 PM,6238.17,15.0,15,RECHAZADO
MOV-00493,B-021,MAERSK-PAMPAS,R-06,MUELLE-E,MAIZ,SANTA FE,2024-11-28,10:09,2024-11-28,3:43,,11.1,12,PENDIENTE
MOV-00494,B-022,ONE-PLATA,R-05,MUELLE-E,CONTENEDORES,SAO PAULO,2022-07-20,23:37,2022-07-22,0:23,5240.32,7.2,10,RECHAZADO
MOV-00495,B-003,zim delta!!,R-05,MUELLE-D,HARINA,SANTA FE,2021-05-04,12:00,2021-05-06,,7861.89,13.9,12,PENDIENTE
MOV-00496,B-036,YANG-MING,R-02,MUELLE-B,CONTENEDORES,SHANGHAI,32/13/2021,2:21,2022-05-30,10:52,4229.71,11.4,15,PENDIENTE
MOV-00497,B-010,MAERSK-LIMA,R-01,MUELLE-B,SOJA,VALPARAISO,2022-10-21,17:29,2022-10-24,13:57,5995.05,14.1,10,PENDIENTE
MOV-00498,B-034,ZIM-NORTE,R-04,MUELLE-D,ACEITE,SANTA FE,2020-07-31,16:49,2020-08-02,16:23,6288.86,7.8,12,EN_REVISION
MOV-00499,B-001,PIL-OESTE,R-06,MUELLE-A,ACEITE,SHANGHAI,2024-10-31,14:05,2024-11-01,16:12,4999.75,11.6,12,RECHAZADO
MOV-00500,B-004,YANG-MING,R-03,MUELLE-F,HARINA,ROTTERDAM,2022-12-23,11:04,26-12-2022,13:02,4552.58,17.7,10,PENDIENTE
MOV-00501,B-014,PIL-OESTE,R-02,MUELLE-B,GRANOS,VALPARAISO,2024-10-25,2:51,2024-10-26,2:07,5824.58,,15,EN_REVISION
MOV-00502,B-026,ZIM-NORTE,R-02,MUELLE-C,MAIZ,SAO PAULO,2023-12-06,3:40,2023-12-06,22:35,4613.03,13.7,15,DESPACHADO
MOV-00503,B-025,ONE-PARANA,R-05,MUELLE-C,MAIZ,ROTTERDAM,2023-06-16,3:45,18-06-2023,sin dato,5837.0,10.7,10,RECHAZADO
MOV-00504,B-005,COSCO-TIGRE,R-03,MUELLE-B,HARINA,BUENOS AIRES,2020-01-29,13:06,2020-01-31,07:00 PM,3896.95,8.1,15,DESPACHADO
MOV-00505,B-032,HAPAG-SUR,R-05,MUELLE-D,GRANOS,VALPARAISO,2024-03-12,14:33,2024-03-14,8:00,4355.81,12.7,10,DESPACHADO
MOV-00506,B-031,ZIM-DELTA,R-08,muelle  b!!,GRANOS,SAO PAULO,2022-11-09,20:59,2022-11-10,8:30,2365.02,17.8,15,RECHAZADO
MOV-00507,B-040,PIL-OESTE,R-03,MUELLE-F,MINERALES,SANTA FE,25/04/2024,17:26,2024-04-27,3:17 PM,6032.78,11.3,15,PENDIENTE
MOV-00508,B-021,,,MUELLE-C,MINERALES,SAO PAULO,2020-02-03,22:04,2020-02-04,16:37,3727.18,12.1,15,EN_REVISION
MOV-00509,B-008,PIL-SANTA,R-08,MUELLE-B,SOJA,SHANGHAI,2024-06-08,AB:CD,2024-06-10,06:27 PM,4594.09,11.1,12,PENDIENTE
MOV-00510,B-023,CMA-LITORAL,R-03,MUELLE-A,SOJA,SANTA FE,2024-02-19,1:46,2024-02-20,16:06,5787.9,17.2,10,EN_REVISION
MOV-00511,B-031,COSCO-TIGRE,R-01,MUELLE-B,ACEITE,SANTA FE,2020-06-22,5:13,2020-06-22,10:23,3984.44,6.2,10,PENDIENTE
MOV-00512,B-037,ONE-PARANA,R-08,MUELLE-D,MAIZ,HAMBURG,2024-06-22,0:12,2024-06-24,02:39 PM,4342.4,15.8,15,EN_REVISION
MOV-00513,B-012,ZIM-NORTE,R-04,MUELLE-B,TRIGO,SANTA FE,2022-12-11,17:05,2022-12-13,23:43,5081.26,15.8,12,DESPACHADO
MOV-00514,B-018,MSC-ALPHA,R-01,MUELLE-A,GRANOS,SANTA FE,2021-10-22,5:48,2021-10-22,10:49 PM,6252.46,8.4,10,DESPACHADO
MOV-00515,B-019,PIL-SANTA,R-03,MUELLE-A,MAIZ,HAMBURG,2020-11-04,5:52,2020-11-05,04:28 AM,2369.12,12.4,10,EN_REVISION
MOV-00516,B-008,ZIM-DELTA,R-07,MUELLE-B,HARINA,SAO PAULO,2024-08-09,5:50,11-08-2024,22:12,4740.37,12.7,12,EN_REVISION
MOV-00517,B-009,COSCO-STAR,R-01,MUELLE-C,GRANOS,BUENOS AIRES,2022-12-19,23:00,2022-12-21,59:29:00,4973.97,15.7,15,RECHAZADO
MOV-00518,B-019,HAPAG-RIO,R-05,MUELLE-D,HARINA,MONTEVIDEO,2020-09-24,11:46,2020-09-27,4:46,5057.28,15.1,15,DESPACHADO
MOV-00519,B-024,,R-03,MUELLE-C,TRIGO,SANTA FE,2024-11-02,9:32,2024-11-05,23:51,3989.26,12.5,12,DESPACHADO
MOV-00520,B-004,YANG-MING,R-04,MUELLE-B,TRIGO,SAO PAULO,2021-10-07,22:07,2021-10-10,2:33,5502.66,15.4,15,EN_REVISION
MOV-00521,B-015,,R-07,MUELLE-A,SOJA,BUENOS AIRES,2020-07-14,14:32,00/00/0000,sin dato,5056.37,9.3,12,RECHAZADO
MOV-00522,B-022,HAPAG-SUR,R-08,MUELLE-C,HARINA,BUENOS AIRES,2021-03-13,12:23,2021-03-15,09:58 AM,7149.75,8.9,15,RECHAZADO
MOV-00523,B-011,ONE-PARANA,R-03,MUELLE-A,TRIGO,HAMBURG,2021-06-06,AB:CD,2021-06-07,02:40 PM,4362.87,14.7,10,EN_REVISION
MOV-00524,B-003,ONE-PARANA,R-01,MUELLE-E,TRIGO,SHANGHAI,2022-03-02,4:43,2022-03-04,03:31 AM,3685.67,14.5,10,RECHAZADO
MOV-00525,B-014,ONE-PLATA,R-05,MUELLE-C,GRANOS,BUENOS AIRES,2022-07-05,6:21,2022-07-07,18:51,4492.04,,15,PENDIENTE
MOV-00526,B-038,COSCO-STAR,R-05,MUELLE-C,MAIZ,SANTA FE,2022-04-05,19:45,2022-04-08,2:24,6584.87,11.8,10,RECHAZADO
MOV-00527,B-037,ZIM-DELTA,R-03,MUELLE-C,SOJA,VALPARAISO,2023-06-21,6:11,2023-06-22,06:18 AM,5350.2,146.9,15,DESPACHADO
MOV-00528,B-029,HAPAG-RIO,R-04,MUELLE-C,TRIGO,SAO PAULO,2023-08-24,7:57,2023-08-27,23:50,4216.15,8.4,12,EN_REVISION
MOV-00529,B-038,EVERGREEN-02,R-03,MUELLE-D,HARINA,BUENOS AIRES,2020-05-29,6:00,2020-05-31,12:06 PM,4010.44,10.8,15,RECHAZADO
MOV-00530,B-018,EVER-GLORY,R-01,MUELLE-B,MINERALES,SAO PAULO,2023-05-14,12:58,2023-05-16,21-11,7344.61,12.2,12,DESPACHADO
MOV-00531,B-039,COSCO-STAR,R-06,MUELLE-A,MINERALES,ROTTERDAM,2022-06-26,20:26,2022-06-27,11:59 AM,5949.43,9.2,15,
MOV-00532,B-006,HAPAG-SUR,,MUELLE-D,GRANOS,MONTEVIDEO,2022-12-09,21:34,2022-12-11,08:11 AM,5112.45,9.7,12,DESPACHADO
MOV-00533,B-011,MAERSK-LIMA,R-02,MUELLE-E,MAIZ,SANTA FE,2024-08-16,16:42,2024-08-18,3:27,6519.15,15.2,10,RECHAZADO
MOV-00534,B-007,MAERSK-PAMPAS,R-05,MUELLE-C,GRANOS,SAO PAULO,2022-03-26,15:34,2022-03-27,10:29,5254.62,14.2,10,RECHAZADO
MOV-00535,B-011,PIL-OESTE,R-06,muelle  f!!,MINERALES,HAMBURG,2024-11-26,26:36:00,2024-11-27,0:35,5119.18,6.0,10,PENDIENTE
MOV-00536,B-026,@#$%,R-04,MUELLE-D,MAIZ,SANTA FE,2020-06-21,21:53,2020-06-22,12:01 PM,5106.31,9.1,10,EN_REVISION
MOV-00537,B-005,PIL-OESTE,R-03,MUELLE-C,CONTENEDORES,HAMBURG,2021-07-03,7:27,2021-07-04,5:44,3612.38,10.7,15,DESPACHADO
MOV-00538,B-020,YANG-ESTE,R-06,MUELLE-F,SOJA,BUENOS AIRES,2022-07-26,1:44,2022-07-28,16:43,4038.43,15.5,15,EN_REVISION
MOV-00539,B-040,ZIM-NORTE,R-08,MUELLE-D,MAIZ,ROTTERDAM,2021-10-17,AB:CD,2021-10-18,07:12 PM,4863.75,10.3,10,RECHAZADO
MOV-00540,B-022,CMA-LITORAL,R-01,MUELLE-A,SOJA,MONTEVIDEO,2021-12-02,11:17,2021-12-03,9:24,5603.25,10.9,15,EN_REVISION
MOV-00541,B-035,PIL-OESTE,R-02,MUELLE-C,CONTENEDORES,MONTEVIDEO,2021-01-17,17:48,2021-01-19,11:11 AM,6590.74,14.2,12,EN_REVISION
MOV-00542,B-026,EVERGREEN-02,R-06,MUELLE-A,MINERALES,VALPARAISO,2023-06-03,10:48,00/00/0000,9:32,6458.48,10.8,10,RECHAZADO
MOV-00543,B-016,PIL-SANTA,R-01,MUELLE-A,ACEITE,SAO PAULO,2020-08-08,10:52,2020-08-10,22:14,,14.5,12,RECHAZADO
MOV-00544,B-007,YANG-MING,R-02,MUELLE-A,ACEITE,MONTEVIDEO,2023-11-26,27:08:00,2023-11-29,7:34,3907.86,14.5,10,RECHAZADO
MOV-00545,B-021,PIL-OESTE,R-07,MUELLE-D,MINERALES,VALPARAISO,2021-11-22,16:21,2021-11-24,21:28,5425.37,10.8,15,EN_REVISION
MOV-00546,B-001,EVER-GLORY,R-01,MUELLE-B,HARINA,SHANGHAI,2021-04-29,4:41,00/00/0000,15:44,2890.2,8.8,10,PENDIENTE
MOV-00547,B-032,CMA-ROSARIO,R-08,MUELLE-F,TRIGO,ROTTERDAM,2021-08-22,20:26,2021-08-23,11:09 AM,6703.22,8.9,15,RECHAZADO
MOV-00548,B-039,CMA-ROSARIO,R-01,MUELLE-F,HARINA,BUENOS AIRES,2022-11-30,7:26,2022-12-01,24:00:00,4890.22,12.3,10,DESPACHADO
MOV-00549,B-009,COSCO-TIGRE,R-03,MUELLE-E,GRANOS,SHANGHAI,2024-02-28,14:24,2024-03-01,07:39 AM,3945.23,9.6,15,PENDIENTE
MOV-00550,B-021,HAPAG-RIO,R-03,MUELLE-B,TRIGO,ROTTERDAM,2023-09-08,18:04,2023-09-10,0:16,6873.36,10.7,12,PENDIENTE
MOV-00551,B-015,HAPAG-RIO,R-07,MUELLE-C,TRIGO,SANTA FE,2023-06-05,22:46,2023-06-06,07:43 AM,4936.35,14.3,12,EN_REVISION
MOV-00552,B-021,CMA-ROSARIO,R-04,MUELLE-B,MAIZ,SANTA FE,2024-06-07,23:55,2024-06-08,14:31,5756.92,14.1,15,DESPACHADO
MOV-00553,B-012,,R-07,muelle  a!!,GRANOS,SAO PAULO,2023-08-14,2:52,2023-08-15,10:38,4821.04,14.5,12,DESPACHADO
MOV-00554,B-031,PIL-SANTA,R-04,MUELLE-A,TRIGO,SANTA FE,2023-04-30,15:05,2023-05-01,14:25,5497.84,11.9,15,RECHAZADO
MOV-00555,B-009,HAPAG-RIO,R-01,MUELLE-A,GRANOS,HAMBURG,2024-04-05,14:59,2024-04-07,,4701.7,7.6,15,PENDIENTE
MOV-00556,B-019,MSC-GENOVA,R-07,MUELLE-F,MAIZ,SHANGHAI,2020-11-03,19:18,2020-11-05,12:59,4053.49,10.8,10,DESPACHADO
MOV-00557,B-032,MSC-GENOVA,R-02,MUELLE-B,MINERALES,BUENOS AIRES,2023-01-30,10:34,2023-02-01,11:50 PM,4799.25,15.1,12,PENDIENTE
MOV-00558,B-040,EVER-GLORY,R-08,muelle  f!!,SOJA,ROTTERDAM,2020-09-23,4:55,2020-09-24,06:52 PM,5165.16,,10,RECHAZADO
MOV-00559,B-037,cma litoral!!,R-06,muelle  d!!,HARINA,BUENOS AIRES,2022-01-31,9:27,2022-02-01,01:11 AM,3310.98,13.6,12,EN_REVISION
MOV-00560,B-015,MAERSK-LIMA,R-08,MUELLE-D,HARINA,BUENOS AIRES,2020-01-27,16:06,29-01-2020,49:21:00,5760.5,15.1,15,RECHAZADO
MOV-00561,B-024,ONE-PLATA,R-05,MUELLE-D,HARINA,SAO PAULO,2020-02-05,18:27,2020-02-06,,5850.36,16.2,10,RECHAZADO
MOV-00562,B-017,maersk pampas!!,,MUELLE-D,MAIZ,BUENOS AIRES,2023-12-03,15:01,2023-12-03,8:31 AM,3741.04,10.1,10,EN_REVISION
MOV-00563,B-016,ZIM-NORTE,R-02,MUELLE-F,HARINA,SANTA FE,2021-10-10,5:02,2021-10-11,____,5018.51,22.4,10,EN_REVISION
MOV-00564,B-036,YANG-MING,R-02,MUELLE-D,CONTENEDORES,BUENOS AIRES,2022-09-20,15:36,2022-09-22,20:13,5207.39,14.4,10,PENDIENTE
MOV-00565,B-009,MSC-GENOVA,R-04,MUELLE-D,GRANOS,HAMBURG,2023-09-15,21:42,2023-09-16,07:12 PM,5971.9,13.9,10,PENDIENTE
MOV-00566,B-006,CMA-LITORAL,R-01,MUELLE-F,HARINA,SANTA FE,2021-09-14,17:08,2021-09-15,16:19,-4154.38,,12,DESPACHADO
MOV-00567,B-012,ONE-PARANA,,MUELLE-E,SOJA,VALPARAISO,2020-11-19,16:57,2020-11-22,3:40,6455.2,14.4,10,RECHAZADO
MOV-00568,B-017,COSCO-STAR,R-07,MUELLE-A,ACEITE,ROTTERDAM,2020-12-28,15:18,2020-12-29,10:44 AM,3480.58,12.1,10,DESPACHADO
MOV-00569,B-017,YANG-ESTE,R-07,MUELLE-A,HARINA,HAMBURG,2023-02-22,10:06,2023-02-24,4:28,5752.97,14.6,10,EN_REVISION
MOV-00570,B-009,,R-07,MUELLE-D,MAIZ,HAMBURG,2020-07-01,9:04,2020-07-02,22:22,3506.47,13.9,10,DESPACHADO
MOV-00571,B-016,EVER-GLORY,R-05,MUELLE-C,SOJA,ROTTERDAM,2022-01-07,8:48,2022-01-09,,5346.31,7.4,10,EN_REVISION
MOV-00572,B-017,YANG-ESTE,R-01,MUELLE-E,GRANOS,ROTTERDAM,2020-06-12,14:17,2020-06-14,06:06 PM,5336.4,10.5,12,RECHAZADO
MOV-00573,B-033,COSCO-TIGRE,R-05,MUELLE-F,SOJA,SHANGHAI,2020-04-10,3:07,2020-04-11,07:10 AM,2167.13,7.6,15,EN_REVISION
MOV-00574,B-026,ONE-PARANA,R-07,MUELLE-C,TRIGO,ROTTERDAM,2022-02-01,19:03,2022-02-03,5:33,6277.43,14.3,12,PENDIENTE
MOV-00575,B-032,MAERSK-PAMPAS,R-01,MUELLE-C,CONTENEDORES,VALPARAISO,2021-10-06,13:55,2021-10-08,7:54,7113.07,12.5,12,PENDIENTE
MOV-00576,B-009,HAPAG-RIO,R-07,MUELLE-C,HARINA,SANTA FE,11/12/2021,7:59,2021-12-11,5:34,4138.91,13.6,15,DESPACHADO
MOV-00577,B-002,MAERSK-LIMA,R-02,MUELLE-B,HARINA,BUENOS AIRES,2024-07-27,8:34,30-07-2024,sin dato,2762.06,17.8,15,DESPACHADO
MOV-00578,B-001,PIL-SANTA,R-08,MUELLE-B,CONTENEDORES,VALPARAISO,2024-02-04,3:58,2024-02-05,84:35:00,4186.75,9.6,10,PENDIENTE
MOV-00579,B-020,CMA-ROSARIO,R-02,MUELLE-F,TRIGO,SHANGHAI,2020-04-06,1:43,2020-04-08,03:06 PM,3702.29,15.8,12,EN_REVISION
MOV-00580,B-040,COSCO-STAR,R-08,MUELLE-D,CONTENEDORES,SAO PAULO,29/02/2024,5:31,2024-03-01,01:46 PM,4116.11,8.3,15,PENDIENTE
MOV-00581,B-013,EVER-GLORY,R-07,MUELLE-E,TRIGO,SHANGHAI,02/10/2024,7:56,2024-10-04,08:45 PM,4732.8,18.3,12,PENDIENTE
MOV-00582,B-024,PIL-SANTA,R-05,MUELLE-D,GRANOS,SAO PAULO,21/03/2021,14:45,2021-03-22,12:04 PM,4486.0,8.8,15,EN_REVISION
MOV-00583,B-038,ONE-PLATA,R-03,MUELLE-F,GRANOS,VALPARAISO,2020-08-02,8:53,2020-08-04,06:18 PM,3142.91,12.5,12,EN_REVISION
MOV-00584,B-007,,,MUELLE-F,MINERALES,SANTA FE,2021-03-06,5:33,2021-03-09,59:58:00,56303.08,11.2,15,RECHAZADO
MOV-00585,B-039,ZIM-NORTE,R-08,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-02-02,12:50,2022-02-03,17:32,2884.36,10.4,10,DESPACHADO
MOV-00586,B-038,MSC-ALPHA,R-02,MUELLE-A,GRANOS,SAO PAULO,2020-01-08,AB:CD,2020-01-10,19-12,,13.3,10,DESPACHADO
MOV-00587,B-006,ZIM-DELTA,R-05,MUELLE-A,MINERALES,SHANGHAI,32/13/2021,19:30,2021-07-05,20:07,3217.76,15.3,15,DESPACHADO
MOV-00588,B-034,PIL-OESTE,R-02,MUELLE-D,MINERALES,BUENOS AIRES,2021-01-04,11:29,05-01-2021,23:39,7122.59,13.0,12,
MOV-00589,B-006,ZIM-NORTE,R-01,MUELLE-E,ACEITE,MONTEVIDEO,2021-10-05,3:29,2021-10-07,04:18 AM,5240.62,9.2,15,DESPACHADO
MOV-00590,B-010,YANG-ESTE,,MUELLE-C,SOJA,HAMBURG,2024-01-16,23:23,2024-01-18,12:50 AM,107797.79,6.3,12,DESPACHADO
MOV-00591,B-004,COSCO-STAR,R-07,MUELLE-B,ACEITE,ROTTERDAM,2024-08-21,4:17,2024-08-23,1:42,6267.37,11.0,10,EN_REVISION
MOV-00592,B-005,COSCO-TIGRE,R-06,MUELLE-A,MINERALES,BUENOS AIRES,2023-11-30,1:05,2023-11-30,11:32 AM,5649.42,5.0,15,DESPACHADO
MOV-00593,B-013,EVER-GLORY,R-01,MUELLE-D,SOJA,ROTTERDAM,2021-06-09,22:53,2021-06-10,08:59 PM,4951.24,11.7,12,EN_REVISION
MOV-00594,B-008,MAERSK-PAMPAS,R-02,MUELLE-E,MAIZ,HAMBURG,12/03/2021,23:49,2021-03-13,00-19,5738.98,6.8,10,PENDIENTE
MOV-00595,B-022,CMA-ROSARIO,R-07,MUELLE-E,GRANOS,ROTTERDAM,2022-05-29,14:12,2022-05-30,09:53 AM,6271.99,11.6,15,EN_REVISION
MOV-00596,B-029,CMA-LITORAL,R-05,muelle  f!!,GRANOS,ROTTERDAM,2022-01-15,12:10,16-01-2022,01:49 AM,3970.19,198.8,10,EN_REVISION
MOV-00597,B-033,COSCO-TIGRE,R-02,MUELLE-E,GRANOS,MONTEVIDEO,32/13/2021,12:03,2023-10-29,06:51 AM,-4594.8,7.6,12,EN_REVISION
MOV-00598,B-004,MSC-GENOVA,R-03,MUELLE-D,GRANOS,BUENOS AIRES,2021-01-09,11:51,2021-01-11,0:23,5639.34,13.3,15,EN_REVISION
MOV-00599,B-005,EVER-GLORY,R-01,MUELLE-D,HARINA,SAO PAULO,2023-03-31,3:00,2023-04-01,13:36,5026.92,11.5,15,EN_REVISION
MOV-00600,B-023,EVERGREEN-02,R-04,MUELLE-C,ACEITE,MONTEVIDEO,2022-04-14,15:36,2022-04-14,08:7,4704.18,12.9,10,DESPACHADO
MOV-00601,B-013,PIL-OESTE,R-05,MUELLE-C,ACEITE,SAO PAULO,02/04/2024,28:13:00,2024-04-04,04:44 PM,6393.93,12.1,12,DESPACHADO
MOV-00602,B-010,,R-04,muelle  c!!,ACEITE,BUENOS AIRES,2020-03-22,20:57,2020-03-25,20:15,7102.2,12.5,15,DESPACHADO
MOV-00603,B-022,cma litoral!!,R-06,MUELLE-E,MINERALES,SHANGHAI,2024-04-28,13:19,2024-04-29,21:53,6371.5,14.1,15,PENDIENTE
MOV-00604,B-029,maersk lima!!,R-02,MUELLE-C,MAIZ,SAO PAULO,2020-07-21,20:50,2020-07-22,02:07 PM,5536.2,14.9,10,DESPACHADO
MOV-00605,B-021,PIL-OESTE,R-08,MUELLE-F,MINERALES,MONTEVIDEO,2020-04-13,10:58,2020-04-14,19:36,3934.37,14.4,15,DESPACHADO
MOV-00606,B-009,HAPAG-RIO,R-08,MUELLE-B,GRANOS,SANTA FE,2020-09-18,20:59,2020-09-20,1:56,3426.96,10.7,15,PENDIENTE
MOV-00607,B-009,MSC-GENOVA,R-03,MUELLE-A,TRIGO,SANTA FE,2024-10-11,4:08,2024-10-13,09:37 PM,6708.82,10.2,10,EN_REVISION
MOV-00608,B-039,ZIM-DELTA,R-08,MUELLE-D,MINERALES,SHANGHAI,2021-04-04,4:49,2021-04-04,12:14,5442.13,11.2,15,
MOV-00609,B-016,ZIM-NORTE,R-05,MUELLE-A,CONTENEDORES,ROTTERDAM,2020-08-30,13:31,2020-08-30,1:22,5288.11,13.0,10,PENDIENTE
MOV-00610,B-020,PIL-OESTE,R-05,MUELLE-C,HARINA,SANTA FE,2023-11-03,9:38,2023-11-04,10:06 AM,6167.84,11.4,10,RECHAZADO
MOV-00611,B-022,ZIM-NORTE,R-06,MUELLE-C,MAIZ,BUENOS AIRES,2023-11-08,19:06,2023-11-11,19:20 XM,3632.79,11.3,15,DESPACHADO
MOV-00612,B-024,EVER-GLORY,R-06,MUELLE-E,TRIGO,SAO PAULO,2024-07-14,22:15,2024-07-15,19:00,4945.59,14.0,10,PENDIENTE
MOV-00613,B-018,@#$%,R-04,MUELLE-C,TRIGO,ROTTERDAM,2022-03-15,12:59,2022-03-18,14:23,83204.04,8.4,12,EN_REVISION
MOV-00614,B-026,YANG-ESTE,R-03,MUELLE-C,ACEITE,ROTTERDAM,2024-10-13,7:00,2024-10-15,02:42 PM,4580.32,15.1,10,RECHAZADO
MOV-00615,B-008,YANG-MING,R-06,MUELLE-C,TRIGO,SANTA FE,07/04/2021,3:58,2021-04-07,84:48:00,4226.99,11.1,12,RECHAZADO
MOV-00616,B-018,HAPAG-RIO,R-07,MUELLE-E,MINERALES,VALPARAISO,2022-10-17,1:07,2022-10-19,4:29,5970.23,8.4,15,EN_REVISION
MOV-00617,B-001,MAERSK-LIMA,R-05,MUELLE-A,GRANOS,SHANGHAI,2020-02-20,11:20,23-02-2020,14:49,6084.97,,10,PENDIENTE
MOV-00618,B-008,ONE-PARANA,R-07,MUELLE-E,SOJA,HAMBURG,2022-02-13,30:11:00,2022-02-15,10:37 AM,5669.69,10.9,10,PENDIENTE
MOV-00619,B-010,HAPAG-RIO,R-03,MUELLE-F,MINERALES,SAO PAULO,2020-01-03,9:23,2020-01-06,06:19 AM,6280.82,9.5,10,PENDIENTE
MOV-00620,B-008,ONE-PLATA,R-03,MUELLE-B,CONTENEDORES,SANTA FE,2020-07-23,11:41,2020-07-24,,5616.84,12.1,12,DESPACHADO
MOV-00621,B-010,ONE-PARANA,R-04,MUELLE-F,MAIZ,MONTEVIDEO,2020-08-05,19:18,2020-08-07,13:06,6251.54,10.3,15,PENDIENTE
MOV-00622,B-004,COSCO-TIGRE,R-04,MUELLE-F,MINERALES,SAO PAULO,2021-07-10,12:43,13-07-2021,8:30,5363.36,10.8,10,DESPACHADO
MOV-00623,B-019,COSCO-TIGRE,R-04,MUELLE-E,MINERALES,SHANGHAI,2020-04-02,11:20,2020-04-03,03:54 PM,,13.9,12,RECHAZADO
MOV-00624,B-014,PIL-OESTE,R-06,MUELLE-D,MINERALES,SHANGHAI,2020-02-07,8:10,2020-02-09,04:01 PM,7011.49,14.0,10,PENDIENTE
MOV-00625,B-003,PIL-OESTE,R-08,MUELLE-B,SOJA,MONTEVIDEO,2024-06-22,19:49,2024-06-23,13:31,3622.27,12.2,10,RECHAZADO
